garden,continent,lineid,population,latitude,longitude,experimental.block,dbolt,dfl,rdiam,rlvs,height,branches,fruit,totfruit,survrepro
ONT,NA,NA-426,MAS,42.53333333,-72.68333333,4,195,206,2.2,23,30.5,17,183,183,1
ONT,NA,NA-426,MAS,42.53333333,-72.68333333,5,198,207,3,37,34,10,224,224,1
SC,NA,NA-426,MAS,42.53333333,-72.68333333,5,75,81,9.9,58,42.3,235,1620,1620,1
ONT,NA,NA-427,MAS,42.53333333,-72.68333333,1,198,207,1.9,21,23.3,6,85,85,1
SC,NA,NA-427,MAS,42.53333333,-72.68333333,1,70,76,9.8,74,52.9,55,528,528,1
SC,NA,NA-427,MAS,42.53333333,-72.68333333,2,71,77,8.2,50,49.1,33,643,643,1
ONT,NA,NA-427,MAS,42.53333333,-72.68333333,2,192,206,2.4,20,36.5,24,597,597,1
SC,NA,NA-427,MAS,42.53333333,-72.68333333,3,,,,,,,,0,0
ONT,NA,NA-427,MAS,42.53333333,-72.68333333,3,200,213,4.3,33,38.1,50,908,908,1
SC,NA,NA-427,MAS,42.53333333,-72.68333333,4,78,95,8.6,28,49.6,40,770,770,1
ONT,NA,NA-427,MAS,42.53333333,-72.68333333,4,196,207,2.6,28,34.3,12,173,173,1
SC,NA,NA-427,MAS,42.53333333,-72.68333333,5,75,81,9.2,82,52.32,69,1900,1900,1
ONT,NA,NA-427,MAS,42.53333333,-72.68333333,5,196,207,4.2,29,38.7,48,975,975,1
ONT,NA,NA-428,MAB,42.53333333,-72.56666667,1,196,206,2.7,27,32.7,34,539,539,1
SC,NA,NA-428,MAB,42.53333333,-72.56666667,1,,,,,,,,0,0
ONT,NA,NA-428,MAB,42.53333333,-72.56666667,2,196,206,3.1,26,31.1,35,711,711,1
SC,NA,NA-428,MAB,42.53333333,-72.56666667,2,61,70,7.5,26,45,48,822,822,1
SC,NA,NA-428,MAB,42.53333333,-72.56666667,3,69,71,7.3,49,46.8,45,679,679,1
ONT,NA,NA-428,MAB,42.53333333,-72.56666667,3,,,,,,,,0,0
ONT,NA,NA-428,MAB,42.53333333,-72.56666667,4,,,,,,,,0,0
SC,NA,NA-428,MAB,42.53333333,-72.56666667,4,72,76,7.8,35,47.3,15,575,575,1
ONT,NA,NA-428,MAB,42.53333333,-72.56666667,5,,,,,,,,0,0
SC,NA,NA-428,MAB,42.53333333,-72.56666667,5,72,76,7.4,33,43.2,31,548,548,1
SC,NA,NA-429,MAB,42.53333333,-72.56666667,1,,,,,,,,0,0
ONT,NA,NA-429,MAB,42.53333333,-72.56666667,1,,,,,,,,0,0
ONT,NA,NA-429,MAB,42.53333333,-72.56666667,2,198,206,2,17,22.3,7,121,121,1
SC,NA,NA-429,MAB,42.53333333,-72.56666667,2,70,73,7.8,49,45,78,2722,2722,1
SC,NA,NA-429,MAB,42.53333333,-72.56666667,3,69,71,6.9,51,42.7,21,469,469,1
ONT,NA,NA-429,MAB,42.53333333,-72.56666667,3,,,,,,,,0,0
SC,NA,NA-429,MAB,42.53333333,-72.56666667,4,71,76,7.7,27,41.1,32,820,820,1
ONT,NA,NA-429,MAB,42.53333333,-72.56666667,4,,,,,,,,0,0
SC,NA,NA-429,MAB,42.53333333,-72.56666667,5,87,88,1.7,11,6.7,1,12,12,1
ONT,NA,NA-429,MAB,42.53333333,-72.56666667,5,195,206,3,22,28.4,14,232,232,1
ONT,NA,NA-43,Tol,41.65378056,-83.53613056,1,,,,,,,,0,0
SC,NA,NA-43,Tol,41.65378056,-83.53613056,1,80,85,8.4,46,30.7,43,367,367,1
ONT,NA,NA-43,Tol,41.65378056,-83.53613056,2,195,206,1.8,28,24.2,10,190,190,1
SC,NA,NA-43,Tol,41.65378056,-83.53613056,2,91,93,4.9,38,26.8,6,130,130,1
SC,NA,NA-43,Tol,41.65378056,-83.53613056,3,89,95,10.1,30,34.4,40,355,355,1
ONT,NA,NA-43,Tol,41.65378056,-83.53613056,3,196,207,2.1,22,25.1,13,258,258,1
SC,NA,NA-43,Tol,41.65378056,-83.53613056,4,104,106,3.2,32,8.2,2,22,22,1
ONT,NA,NA-43,Tol,41.65378056,-83.53613056,4,196,206,2.1,28,19.6,6,87,87,1
SC,NA,NA-43,Tol,41.65378056,-83.53613056,5,101,101,6.5,75,39,12,304,304,1
ONT,NA,NA-43,Tol,41.65378056,-83.53613056,5,,,,,,,,0,0
ONT,NA,NA-44,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-44,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-44,RP,42.44048889,-76.49535833,2,86,86,6.2,47,22,12,404,404,1
ONT,NA,NA-44,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
SC,NA,NA-44,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
ONT,NA,NA-44,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-44,RP,42.44048889,-76.49535833,4,87,90,7.1,46,23.5,29,311,311,1
ONT,NA,NA-44,RP,42.44048889,-76.49535833,4,,,,,,,,0,0
ONT,NA,NA-44,RP,42.44048889,-76.49535833,5,200,209,2.4,26,18.9,7,93,93,1
SC,NA,NA-44,RP,42.44048889,-76.49535833,5,93,95,5.4,,32.2,9,170,170,1
SC,NA,NA-45,Limeport,40.56136667,-75.39581389,1,71,74,7.3,34,39.8,98,1945,1945,1
ONT,NA,NA-45,Limeport,40.56136667,-75.39581389,1,,,,,,,,0,0
ONT,NA,NA-45,Limeport,40.56136667,-75.39581389,2,192,206,2.3,22,33.3,45,905,905,1
SC,NA,NA-45,Limeport,40.56136667,-75.39581389,2,75,80,6.7,28,46.1,18,473,473,1
ONT,NA,NA-45,Limeport,40.56136667,-75.39581389,3,184,201,3.8,29,33.9,35,734,734,1
SC,NA,NA-45,Limeport,40.56136667,-75.39581389,3,77,80,,31,44.8,25,578,578,1
ONT,NA,NA-45,Limeport,40.56136667,-75.39581389,4,192,203,2.1,18,31.4,9,194,194,1
SC,NA,NA-45,Limeport,40.56136667,-75.39581389,4,78,80,8.5,24,49.7,50,1201,1201,1
SC,NA,NA-45,Limeport,40.56136667,-75.39581389,5,76,81,6.9,33,36.2,20,545,545,1
ONT,NA,NA-45,Limeport,40.56136667,-75.39581389,5,192,206,2.7,24,33.3,13,351,351,1
SC,NA,NA-46,Tul,43.27083056,-85.25638889,1,89,95,4.5,32,24.2,9,103,103,1
ONT,NA,NA-46,Tul,43.27083056,-85.25638889,1,199,208,2.5,24,30.5,25,415,415,1
ONT,NA,NA-46,Tul,43.27083056,-85.25638889,2,198,207,3.3,29,30,18,363,363,1
SC,NA,NA-46,Tul,43.27083056,-85.25638889,2,75,82,8.3,34,50.9,34,944,944,1
SC,NA,NA-46,Tul,43.27083056,-85.25638889,3,78,84,10.1,42,44.2,29,515,515,1
ONT,NA,NA-46,Tul,43.27083056,-85.25638889,3,198,209,4.1,33,29,28,488,488,1
ONT,NA,NA-46,Tul,43.27083056,-85.25638889,4,196,206,2.7,34,31.4,12,272,272,1
SC,NA,NA-46,Tul,43.27083056,-85.25638889,4,86,90,11,31,45.6,87,1639,1639,1
ONT,NA,NA-46,Tul,43.27083056,-85.25638889,5,196,207,3.6,33,32.2,19,462,462,1
SC,NA,NA-46,Tul,43.27083056,-85.25638889,5,82,88,8.1,38,30.3,13,336,336,1
ONT,NA,NA-47,Tol,41.65378056,-83.53613056,1,,,,,,,,0,0
SC,NA,NA-47,Tol,41.65378056,-83.53613056,1,71,78,10.4,52,51.8,303,3210,3210,1
ONT,NA,NA-47,Tol,41.65378056,-83.53613056,2,198,207,4.6,26,32.4,27,610,610,1
SC,NA,NA-47,Tol,41.65378056,-83.53613056,2,75,80,6.5,27,46.2,24,490,490,1
SC,NA,NA-47,Tol,41.65378056,-83.53613056,3,77,82,5.5,24,31.1,10,244,244,1
ONT,NA,NA-47,Tol,41.65378056,-83.53613056,3,,,,,,,,0,0
SC,NA,NA-47,Tol,41.65378056,-83.53613056,4,73,79,12.8,48,60.1,123,3134,3134,1
ONT,NA,NA-47,Tol,41.65378056,-83.53613056,4,,,,,,,,0,0
ONT,NA,NA-47,Tol,41.65378056,-83.53613056,5,,,,,,,,0,0
SC,NA,NA-47,Tol,41.65378056,-83.53613056,5,76,81,9.3,28,42.9,21,393,393,1
SC,NA,NA-48,FM,42.44048889,-76.49535833,1,,,,,,,,0,0
ONT,NA,NA-48,FM,42.44048889,-76.49535833,1,202,213,3,22,28.5,19,391,391,1
SC,NA,NA-48,FM,42.44048889,-76.49535833,2,79,86,6.6,22,36.2,15,357,357,1
ONT,NA,NA-48,FM,42.44048889,-76.49535833,2,198,207,3,28,33.5,23,443,443,1
SC,NA,NA-48,FM,42.44048889,-76.49535833,3,78,84,7.9,40,46.3,25,694,694,1
ONT,NA,NA-48,FM,42.44048889,-76.49535833,3,196,207,2.6,31,26.4,43,654,654,1
ONT,NA,NA-48,FM,42.44048889,-76.49535833,4,196,206,2.9,33,31.1,10,243,243,1
SC,NA,NA-48,FM,42.44048889,-76.49535833,4,79,86,8.1,32,38.2,24,739,739,1
SC,NA,NA-48,FM,42.44048889,-76.49535833,5,81,88,8.7,32,45.1,63,1064,1064,1
ONT,NA,NA-48,FM,42.44048889,-76.49535833,5,198,207,2.4,36,28.4,9,180,180,1
ONT,NA,NA-49,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-49,RP,42.44048889,-76.49535833,1,92,96,4.4,61,23.5,13,102,102,1
SC,NA,NA-49,RP,42.44048889,-76.49535833,2,88,89,6.3,60,28.5,24,585,585,1
ONT,NA,NA-49,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-49,RP,42.44048889,-76.49535833,3,195,206,2.2,29,24.9,10,227,227,1
SC,NA,NA-49,RP,42.44048889,-76.49535833,3,88,92,5.8,45,27.1,9,193,193,1
SC,NA,NA-49,RP,42.44048889,-76.49535833,4,94,98,4.2,,28.5,10,159,159,1
ONT,NA,NA-49,RP,42.44048889,-76.49535833,4,194,206,3.2,37,25.2,11,253,253,1
SC,NA,NA-49,RP,42.44048889,-76.49535833,5,101,104,4.1,29,19.8,17,71,71,1
ONT,NA,NA-49,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
ONT,NA,NA-5,FM,42.44048889,-76.49535833,1,196,207,3,40,30.6,70,1079,1079,1
SC,NA,NA-5,FM,42.44048889,-76.49535833,1,79,84,6.5,34,47,15,446,446,1
ONT,NA,NA-5,FM,42.44048889,-76.49535833,2,198,208,2.8,27,26.1,12,222,222,1
SC,NA,NA-5,FM,42.44048889,-76.49535833,2,78,86,6,32,42,30,478,478,1
ONT,NA,NA-5,FM,42.44048889,-76.49535833,3,200,213,3.7,25,28.8,51,872,872,1
SC,NA,NA-5,FM,42.44048889,-76.49535833,3,76,80,9,35,43.5,23,362,362,1
SC,NA,NA-5,FM,42.44048889,-76.49535833,4,79,87,9.2,30,50.4,23,468,468,1
ONT,NA,NA-5,FM,42.44048889,-76.49535833,4,196,207,3.1,29,26.3,45,464,464,1
ONT,NA,NA-5,FM,42.44048889,-76.49535833,5,196,206,3.1,37,34.1,24,465,465,1
SC,NA,NA-5,FM,42.44048889,-76.49535833,5,81,88,4.2,31,32,9,198,198,1
ONT,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,1,202,213,4.1,27,34.3,60,788,788,1
SC,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,1,86,93,10.8,65,38.5,115,1643,1643,1
ONT,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,2,198,207,4.6,42,33.5,25,554,554,1
SC,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,2,82,88,7.8,22,38.6,76,1064,1064,1
SC,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,3,85,89,8.2,52,32.5,23,354,354,1
ONT,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,3,,,,,,,,0,0
ONT,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,4,198,207,6.8,52,34.1,41,919,919,1
SC,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,4,96,105,2.2,12,15.4,2,13,13,1
ONT,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,5,198,207,3.7,36,29.3,15,336,336,1
SC,NA,NA-50,ColdSpringHarborLab,40.87063056,-73.4583,5,85,90,8.8,33,41.8,65,984,984,1
ONT,NA,NA-51,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-51,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
ONT,NA,NA-51,Knox,41.29526944,-86.62071111,2,203,213,2.7,23,26,11,213,213,1
SC,NA,NA-51,Knox,41.29526944,-86.62071111,2,78,84,11.3,33,50.3,46,1420,1420,1
ONT,NA,NA-51,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
SC,NA,NA-51,Knox,41.29526944,-86.62071111,3,86,89,15.3,35,43,131,1517,1517,1
SC,NA,NA-51,Knox,41.29526944,-86.62071111,4,87,93,10.6,31,42.9,76,562,562,1
ONT,NA,NA-51,Knox,41.29526944,-86.62071111,4,200,207,3,27,28.3,8,219,219,1
ONT,NA,NA-51,Knox,41.29526944,-86.62071111,5,198,208,4.7,43,32.2,20,492,492,1
SC,NA,NA-51,Knox,41.29526944,-86.62071111,5,101,106,0.7,15,6.1,0,4,4,1
ONT,NA,NA-52,Tol,41.65378056,-83.53613056,1,198,207,2.8,31,29,21,378,378,1
SC,NA,NA-52,Tol,41.65378056,-83.53613056,1,76,82,6.9,35,46.3,24,641,641,1
SC,NA,NA-52,Tol,41.65378056,-83.53613056,2,80,86,5.4,30,41.2,10,310,310,1
ONT,NA,NA-52,Tol,41.65378056,-83.53613056,2,,,,,,,,0,0
ONT,NA,NA-52,Tol,41.65378056,-83.53613056,3,201,213,5,31,31.8,29,700,700,1
SC,NA,NA-52,Tol,41.65378056,-83.53613056,3,79,87,7.3,32,40.1,11,330,330,1
SC,NA,NA-52,Tol,41.65378056,-83.53613056,4,80,87,11.2,35,49.4,24,769,769,1
ONT,NA,NA-52,Tol,41.65378056,-83.53613056,4,,,,,,,,0,0
SC,NA,NA-52,Tol,41.65378056,-83.53613056,5,91,95,2.4,42,18.4,1,44,44,1
ONT,NA,NA-52,Tol,41.65378056,-83.53613056,5,198,207,4.9,44,33.2,42,644,644,1
ONT,NA,NA-54,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-54,Knox,41.29526944,-86.62071111,1,70,76,10.9,93,35.6,92,1706,1706,1
ONT,NA,NA-54,Knox,41.29526944,-86.62071111,2,,,,,,,,0,0
SC,NA,NA-54,Knox,41.29526944,-86.62071111,2,79,84,4.9,18,38,9,259,259,1
ONT,NA,NA-54,Knox,41.29526944,-86.62071111,3,192,206,2.6,19,31.6,61,1111,1111,1
SC,NA,NA-54,Knox,41.29526944,-86.62071111,3,77,82,11.1,38,47.8,48,939,939,1
ONT,NA,NA-54,Knox,41.29526944,-86.62071111,4,,,,,,,,0,0
SC,NA,NA-54,Knox,41.29526944,-86.62071111,4,77,91,8.3,32,34.3,21,560,560,1
SC,NA,NA-54,Knox,41.29526944,-86.62071111,5,78,86,11.7,,44.5,66,1058,1058,1
ONT,NA,NA-54,Knox,41.29526944,-86.62071111,5,198,207,5,29,30.6,22,458,458,1
ONT,NA,NA-55,FM,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-55,FM,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-55,FM,42.44048889,-76.49535833,2,82,89,5.3,18,36.6,12,218,218,1
ONT,NA,NA-55,FM,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-55,FM,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-55,FM,42.44048889,-76.49535833,3,82,89,5.6,32,37.3,10,164,164,1
ONT,NA,NA-55,FM,42.44048889,-76.49535833,4,,,,,,,,0,0
SC,NA,NA-55,FM,42.44048889,-76.49535833,4,82,88,6.6,41,39.5,15,288,288,1
ONT,NA,NA-55,FM,42.44048889,-76.49535833,5,,,,,,,,0,0
SC,NA,NA-55,FM,42.44048889,-76.49535833,5,80,86,7.5,31,44.1,16,463,463,1
SC,NA,NA-56,FM,42.44048889,-76.49535833,1,76,82,7.9,49,48,26,498,498,1
ONT,NA,NA-56,FM,42.44048889,-76.49535833,1,198,209,1.8,22,21.3,7,67,67,1
SC,NA,NA-56,FM,42.44048889,-76.49535833,2,85,92,3.7,26,31.2,8,107,107,1
ONT,NA,NA-56,FM,42.44048889,-76.49535833,2,198,207,2.3,25,34.1,22,391,391,1
ONT,NA,NA-56,FM,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-56,FM,42.44048889,-76.49535833,3,79,86,6.8,28,48.1,34,491,491,1
ONT,NA,NA-56,FM,42.44048889,-76.49535833,4,196,206,3,36,31.4,24,486,486,1
SC,NA,NA-56,FM,42.44048889,-76.49535833,4,80,87,7.7,19,41.8,16,401,401,1
SC,NA,NA-56,FM,42.44048889,-76.49535833,5,81,87,8.6,36,37.8,32,540,540,1
ONT,NA,NA-56,FM,42.44048889,-76.49535833,5,198,207,3.8,40,33.4,13,339,339,1
ONT,NA,NA-57,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-57,RP,42.44048889,-76.49535833,1,82,88,7.3,34,46.1,26,351,351,1
SC,NA,NA-57,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-57,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
SC,NA,NA-57,RP,42.44048889,-76.49535833,3,92,95,5.8,40,15.2,17,29,29,1
ONT,NA,NA-57,RP,42.44048889,-76.49535833,3,202,209,2.1,20,20.1,5,75,75,1
ONT,NA,NA-57,RP,42.44048889,-76.49535833,4,196,206,2.4,29,20.1,8,124,124,1
SC,NA,NA-57,RP,42.44048889,-76.49535833,4,,,,,,,,0,0
SC,NA,NA-57,RP,42.44048889,-76.49535833,5,86,88,7.4,46,30.1,25,507,507,1
ONT,NA,NA-57,RP,42.44048889,-76.49535833,5,198,208,2.6,21,22.8,8,151,151,1
ONT,NA,NA-58,FM,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-58,FM,42.44048889,-76.49535833,1,76,80,7.2,43,47.4,78,1142,1142,1
SC,NA,NA-58,FM,42.44048889,-76.49535833,2,,,,,,,,0,0
ONT,NA,NA-58,FM,42.44048889,-76.49535833,2,198,207,3,34,32,22,386,386,1
SC,NA,NA-58,FM,42.44048889,-76.49535833,3,79,86,11.4,45,42.8,97,1071,1071,1
ONT,NA,NA-58,FM,42.44048889,-76.49535833,3,202,214,3,28,18,16,189,189,1
ONT,NA,NA-58,FM,42.44048889,-76.49535833,4,194,206,3.5,35,29.8,8,157,157,1
SC,NA,NA-58,FM,42.44048889,-76.49535833,4,83,88,5.9,31,37.4,15,307,307,1
ONT,NA,NA-58,FM,42.44048889,-76.49535833,5,195,206,2.6,28,31.7,8,231,231,1
SC,NA,NA-58,FM,42.44048889,-76.49535833,5,78,86,7.1,33,38.9,17,408,408,1
ONT,NA,NA-59,Greenville,43.17798056,-85.25318889,1,199,208,4.8,36,39.1,112,1987,1987,1
SC,NA,NA-59,Greenville,43.17798056,-85.25318889,1,73,80,11.2,79,43.2,152,2519,2519,1
ONT,NA,NA-59,Greenville,43.17798056,-85.25318889,2,198,207,4.1,42,34.2,19,411,411,1
SC,NA,NA-59,Greenville,43.17798056,-85.25318889,2,80,87,10,26,35.4,117,2018,2018,1
ONT,NA,NA-59,Greenville,43.17798056,-85.25318889,3,198,208,5.3,45,29.6,56,1100,1100,1
SC,NA,NA-59,Greenville,43.17798056,-85.25318889,3,79,85,10,33,49.3,57,1288,1288,1
SC,NA,NA-59,Greenville,43.17798056,-85.25318889,4,81,89,7.5,32,36.9,11,318,318,1
ONT,NA,NA-59,Greenville,43.17798056,-85.25318889,4,194,206,3.6,36,33.6,14,304,304,1
ONT,NA,NA-59,Greenville,43.17798056,-85.25318889,5,,,,,,,,0,0
SC,NA,NA-59,Greenville,43.17798056,-85.25318889,5,78,85,10.2,48,45.1,37,751,751,1
ONT,NA,NA-6,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-6,Knox,41.29526944,-86.62071111,1,70,73,6.7,32,37.6,22,690,690,1
ONT,NA,NA-6,Knox,41.29526944,-86.62071111,2,196,207,2.2,37,22.7,14,287,287,1
SC,NA,NA-6,Knox,41.29526944,-86.62071111,2,73,77,6.8,34,38.5,37,877,877,1
SC,NA,NA-6,Knox,41.29526944,-86.62071111,3,72,77,7.4,30,45.7,64,1499,1499,1
ONT,NA,NA-6,Knox,41.29526944,-86.62071111,3,198,207,3.9,29,31.3,90,1796,1796,1
ONT,NA,NA-6,Knox,41.29526944,-86.62071111,4,196,206,1.8,22,17.6,6,77,77,1
SC,NA,NA-6,Knox,41.29526944,-86.62071111,4,,,,,,,,0,0
ONT,NA,NA-6,Knox,41.29526944,-86.62071111,5,198,206,3.1,36,23.3,16,241,241,1
SC,NA,NA-6,Knox,41.29526944,-86.62071111,5,75,79,7.7,40,37.1,14,645,645,1
ONT,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,1,,,,,,,,0,0
SC,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,1,,,,,,,,0,0
SC,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,2,80,86,5,32,39,16,219,219,1
ONT,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,2,201,209,3,27,28.6,11,204,204,1
SC,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,3,81,88,6.6,42,32.1,14,264,264,1
ONT,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,3,200,213,3.2,30,33.9,37,727,727,1
ONT,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,4,198,207,2.5,28,28.1,9,158,158,1
SC,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,4,79,86,7.6,39,42.1,16,462,462,1
SC,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,5,72,76,6.8,27,47,21,511,511,1
ONT,NA,NA-60,MarthasVinyard,41.39225556,-70.66523611,5,199,209,3.6,31,32,8,169,169,1
ONT,NA,NA-61,Tol,41.65378056,-83.53613056,1,,,,,,,,0,0
SC,NA,NA-61,Tol,41.65378056,-83.53613056,1,72,80,6.6,30,44.2,37,573,573,1
ONT,NA,NA-61,Tol,41.65378056,-83.53613056,2,,,,,,,,0,0
SC,NA,NA-61,Tol,41.65378056,-83.53613056,2,82,88,4.9,25,37.1,10,229,229,1
SC,NA,NA-61,Tol,41.65378056,-83.53613056,3,79,86,11.3,53,42,90,1674,1674,1
ONT,NA,NA-61,Tol,41.65378056,-83.53613056,3,,,,,,,,0,0
ONT,NA,NA-61,Tol,41.65378056,-83.53613056,4,195,206,4.8,35,36.1,27,709,709,1
SC,NA,NA-61,Tol,41.65378056,-83.53613056,4,86,91,6.6,39,29.9,14,269,269,1
ONT,NA,NA-61,Tol,41.65378056,-83.53613056,5,198,213,5.5,39,28.6,32,683,683,1
SC,NA,NA-61,Tol,41.65378056,-83.53613056,5,82,87,10.1,40,43.6,29,423,423,1
SC,NA,NA-62,Knox,41.29526944,-86.62071111,1,73,76,9.5,49,46.2,24,775,775,1
ONT,NA,NA-62,Knox,41.29526944,-86.62071111,1,196,214,3.3,26,38.6,60,1092,1092,1
SC,NA,NA-62,Knox,41.29526944,-86.62071111,2,78,80,7.7,41,46.8,14,521,521,1
ONT,NA,NA-62,Knox,41.29526944,-86.62071111,2,200,207,3.1,29,36,35,698,698,1
SC,NA,NA-62,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
ONT,NA,NA-62,Knox,41.29526944,-86.62071111,3,195,206,3.1,26,36.9,61,1298,1298,1
ONT,NA,NA-62,Knox,41.29526944,-86.62071111,4,195,203,2.7,29,28.4,4,113,113,1
SC,NA,NA-62,Knox,41.29526944,-86.62071111,4,83,86,6.5,38,38.7,9,302,302,1
ONT,NA,NA-62,Knox,41.29526944,-86.62071111,5,194,206,3.8,26,35,19,478,478,1
SC,NA,NA-62,Knox,41.29526944,-86.62071111,5,80,85,9.5,30,43.9,51,1115,1115,1
ONT,NA,NA-63,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-63,RP,42.44048889,-76.49535833,1,88,93,4.8,41,28.9,11,188,188,1
SC,NA,NA-63,RP,42.44048889,-76.49535833,2,91,92,6.5,46,36.5,11,170,170,1
ONT,NA,NA-63,RP,42.44048889,-76.49535833,2,196,207,2.2,23,25.1,10,267,267,1
SC,NA,NA-63,RP,42.44048889,-76.49535833,3,87,91,8,45,29.4,25,354,354,1
ONT,NA,NA-63,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-63,RP,42.44048889,-76.49535833,4,92,105,5.3,43,31,6,187,187,1
ONT,NA,NA-63,RP,42.44048889,-76.49535833,4,196,206,1.8,26,21.6,5,106,106,1
ONT,NA,NA-63,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
SC,NA,NA-63,RP,42.44048889,-76.49535833,5,88,91,5.6,42,32.3,8,234,234,1
ONT,NA,NA-64,Kindalville,42.5,-84.5,1,,,,,,,,0,0
SC,NA,NA-64,Kindalville,42.5,-84.5,1,,,,,,,,0,0
ONT,NA,NA-64,Kindalville,42.5,-84.5,2,,,,,,,,0,0
SC,NA,NA-64,Kindalville,42.5,-84.5,2,73,80,5.8,20,44.6,12,438,438,1
ONT,NA,NA-64,Kindalville,42.5,-84.5,3,198,207,2.4,15,32.4,14,291,291,1
SC,NA,NA-64,Kindalville,42.5,-84.5,3,71,77,9.6,44,50.2,35,724,724,1
SC,NA,NA-64,Kindalville,42.5,-84.5,4,72,76,4.9,18,48.1,6,251,251,1
ONT,NA,NA-64,Kindalville,42.5,-84.5,4,198,206,2.5,28,30.2,4,99,99,1
SC,NA,NA-64,Kindalville,42.5,-84.5,5,72,76,5.4,21,49.2,14,372,372,1
ONT,NA,NA-64,Kindalville,42.5,-84.5,5,192,198,2.3,16,43.2,11,363,363,1
SC,NA,NA-65,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
ONT,NA,NA-65,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-65,RP,42.44048889,-76.49535833,2,82,87,9.5,44,32.4,50,686,686,1
ONT,NA,NA-65,RP,42.44048889,-76.49535833,2,202,209,1.3,19,13.5,1,26,26,1
SC,NA,NA-65,RP,42.44048889,-76.49535833,3,88,93,14.7,97,31,163,349,349,1
ONT,NA,NA-65,RP,42.44048889,-76.49535833,3,203,214,4.3,32,24.6,41,630,630,1
ONT,NA,NA-65,RP,42.44048889,-76.49535833,4,195,206,3,31,23.4,8,172,172,1
SC,NA,NA-65,RP,42.44048889,-76.49535833,4,102,105,4.4,29,20.6,17,87,87,1
ONT,NA,NA-65,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
SC,NA,NA-65,RP,42.44048889,-76.49535833,5,88,92,7.4,51,31.1,26,411,411,1
SC,NA,NA-66,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
ONT,NA,NA-66,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
ONT,NA,NA-66,Knox,41.29526944,-86.62071111,2,188,203,2.8,31,33.8,50,1284,1284,1
SC,NA,NA-66,Knox,41.29526944,-86.62071111,2,75,105,4.3,15,22.4,7,56,56,1
ONT,NA,NA-66,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
SC,NA,NA-66,Knox,41.29526944,-86.62071111,3,75,80,12.7,114,45,148,1098,1098,1
ONT,NA,NA-66,Knox,41.29526944,-86.62071111,4,193,203,2.7,29,31.5,10,289,289,1
